id,qb,p1,p2,opp_p1,sal,proj,actual,diff
50602,Teddy Bridgewater,Robby Anderson,Curtis Samuel,Jerry Jeudy,25000,52.5,51.82,0.987047619
50605,Teddy Bridgewater,Robby Anderson,Curtis Samuel,Noah Fant,24900,50.7,46.62,0.919526627
52217,Nick Foles,DJ Chark Jr.,Dede Westbrook,Chris Godwin,28300,56.4,28.22,0.50035461
52227,Nick Foles,DJ Chark Jr.,Chris Conley,Chris Godwin,28600,55.9,19.42,0.347406082
52222,Nick Foles,DJ Chark Jr.,Dede Westbrook,Mike Evans,27800,55.2,28.52,0.516666667
52231,Nick Foles,DJ Chark Jr.,Chris Conley,Mike Evans,28100,54.7,19.72,0.360511883
52234,Nick Foles,DJ Chark Jr.,Nick O'Leary,Chris Godwin,27400,51.8,12.82,0.247490347
52240,Nick Foles,DJ Chark Jr.,Nick O'Leary,Mike Evans,26900,50.6,13.12,0.259288538
53155,Jacoby Brissett,T.Y. Hilton,Eric Ebron,Julio Jones,28200,53.5,66.3,1.239252336
53163,Jacoby Brissett,T.Y. Hilton,Jack Doyle,Julio Jones,27700,52.9,66.7,1.260869565
51695,Mitchell Trubisky,Allen Robinson II,Anthony Miller,Calvin Ridley,27900,55,62.12,1.129454545
52236,Daniel Jones,Golden Tate,Sterling Shepard,Dallas Goedert,26000,50.3,45.84,0.911332008
52241,Daniel Jones,Golden Tate,Sterling Shepard,Greg Ward,25200,49,44.64,0.911020408
52246,Daniel Jones,Golden Tate,Darius Slayton,Dallas Goedert,25200,48.5,46.44,0.957525773
52262,Daniel Jones,Sterling Shepard,Darius Slayton,Dallas Goedert,25500,47.8,37.54,0.785355649
52251,Daniel Jones,Golden Tate,Darius Slayton,Greg Ward,24400,47.2,45.24,0.958474576
52255,Daniel Jones,Golden Tate,Kaden Smith,Dallas Goedert,25100,46.6,53.24,1.14248927
52266,Daniel Jones,Sterling Shepard,Darius Slayton,Greg Ward,24700,46.5,36.34,0.781505376
51706,Mitchell Trubisky,Allen Robinson II,Jimmy Graham,Calvin Ridley,27500,51.6,71.12,1.378294574
51699,Mitchell Trubisky,Allen Robinson II,Anthony Miller,Russell Gage,25500,49.8,51.52,1.034538153
51703,Mitchell Trubisky,Allen Robinson II,Anthony Miller,Hayden Hurst,25600,48.2,54.52,1.131120332
51710,Mitchell Trubisky,Allen Robinson II,Jimmy Graham,Russell Gage,25100,46.4,60.52,1.304310345
52271,Daniel Jones,Sterling Shepard,Kaden Smith,Dallas Goedert,25400,45.9,44.34,0.966013072
52258,Daniel Jones,Golden Tate,Kaden Smith,Greg Ward,24300,45.3,52.04,1.148785872
51712,Mitchell Trubisky,Allen Robinson II,Jimmy Graham,Hayden Hurst,25200,44.8,63.52,1.417857143
50369,Matthew Stafford,Marvin Jones Jr.,T.J. Hockenson,Robby Anderson,26200,49.7,31.62,0.636217304
50374,Matthew Stafford,Marvin Jones Jr.,T.J. Hockenson,DJ Moore,27000,49.3,41.82,0.848275862
50378,Matthew Stafford,Marvin Jones Jr.,T.J. Hockenson,Curtis Samuel,25500,48.4,40.92,0.845454545
50383,Matthew Stafford,Marvin Jones Jr.,Marvin Hall,Robby Anderson,25300,48,25.92,0.54
50386,Matthew Stafford,Marvin Jones Jr.,Marvin Hall,DJ Moore,26100,47.6,36.12,0.758823529
50397,Matthew Stafford,T.J. Hockenson,Marvin Hall,Robby Anderson,24900,47.6,27.62,0.580252101
50401,Matthew Stafford,T.J. Hockenson,Marvin Hall,DJ Moore,25700,47.2,37.82,0.801271186
50391,Matthew Stafford,Marvin Jones Jr.,Marvin Hall,Curtis Samuel,24600,46.7,35.22,0.754175589
50406,Matthew Stafford,T.J. Hockenson,Marvin Hall,Curtis Samuel,24200,46.3,36.92,0.797408207
51674,Jimmy Garoppolo,George Kittle,Brandon Aiyuk,Mike Gesicki,25000,51,24.98,0.489803922
51681,Jimmy Garoppolo,George Kittle,Deebo Samuel,Mike Gesicki,25400,49.8,22.28,0.447389558
53157,Jacoby Brissett,T.Y. Hilton,Eric Ebron,Calvin Ridley,26400,48.1,44.6,0.927234927
53165,Jacoby Brissett,T.Y. Hilton,Jack Doyle,Calvin Ridley,25900,47.5,45,0.947368421
52273,Daniel Jones,Sterling Shepard,Kaden Smith,Greg Ward,24600,44.6,43.14,0.967264574
53159,Jacoby Brissett,T.Y. Hilton,Eric Ebron,Austin Hooper,25700,44.3,65.1,1.469525959
53168,Jacoby Brissett,T.Y. Hilton,Jack Doyle,Austin Hooper,25200,43.7,65.5,1.498855835
53161,Jacoby Brissett,T.Y. Hilton,Eric Ebron,Mohamed Sanu,25200,42.3,54.2,1.281323877
53169,Jacoby Brissett,T.Y. Hilton,Jack Doyle,Mohamed Sanu,24700,41.7,54.6,1.309352518
51649,Matthew Stafford,Marvin Jones Jr.,T.J. Hockenson,Davante Adams,27800,55.1,40.76,0.739745917
50432,Kirk Cousins,Adam Thielen,Justin Jefferson,Amari Cooper,28600,55,78.46,1.426545455
50437,Kirk Cousins,Adam Thielen,Justin Jefferson,CeeDee Lamb,27500,54.3,81.96,1.509392265
50467,Alex Smith,Terry McLaurin,Logan Thomas,Tyler Boyd,25700,51.4,35.04,0.681712062
50472,Alex Smith,Terry McLaurin,Logan Thomas,Tee Higgins,25600,51.2,26.14,0.510546875
50451,Carson Wentz,Travis Fulgham,Dallas Goedert,Jarvis Landry,25900,43.9,37.5,0.854214123
50455,Carson Wentz,Travis Fulgham,Dallas Goedert,Rashard Higgins,25400,42.3,41.9,0.990543735
52268,Jared Goff,Cooper Kupp,Robert Woods,Christian Kirk,28900,53,67.96,1.282264151
52119,Philip Rivers,Keenan Allen,Mike Williams,Darren Waller,27200,52.5,32.56,0.620190476
52274,Jared Goff,Cooper Kupp,Brandin Cooks,Christian Kirk,28500,51.5,47.66,0.925436893
52272,Jared Goff,Cooper Kupp,Robert Woods,Larry Fitzgerald,28500,50.6,72.76,1.437944664
50442,Kirk Cousins,Adam Thielen,Justin Jefferson,Dalton Schultz,26700,49.9,77.86,1.560320641
50476,Alex Smith,Terry McLaurin,Logan Thomas,A.J. Green,24600,47,34.14,0.726382979
50458,Carson Wentz,Travis Fulgham,Dallas Goedert,Austin Hooper,25100,40.6,38.7,0.95320197
52129,Philip Rivers,Keenan Allen,Hunter Henry,Darren Waller,26800,51.6,32.96,0.63875969
52123,Philip Rivers,Keenan Allen,Mike Williams,Tyrell Williams,26300,50.5,37.06,0.733861386
52278,Jared Goff,Cooper Kupp,Tyler Higbee,Christian Kirk,27300,49.6,64.46,1.299596774
52135,Philip Rivers,Keenan Allen,Hunter Henry,Tyrell Williams,25900,49.6,37.46,0.755241935
52275,Jared Goff,Cooper Kupp,Brandin Cooks,Larry Fitzgerald,28100,49.1,52.46,1.068431772
52283,Jared Goff,Cooper Kupp,Tyler Higbee,Larry Fitzgerald,26900,47.2,69.26,1.467372881
52745,Ryan Tannehill,Corey Davis,A.J. Brown,Chris Godwin,26000,52.3,37.72,0.721223709
52748,Ryan Tannehill,Corey Davis,A.J. Brown,Mike Evans,25300,51.2,66.72,1.303125
52753,Ryan Tannehill,Corey Davis,Jonnu Smith,Chris Godwin,25400,49.8,46.42,0.932128514
52762,Ryan Tannehill,A.J. Brown,Jonnu Smith,Chris Godwin,25400,49.3,52.62,1.067342799
52755,Ryan Tannehill,Corey Davis,Jonnu Smith,Mike Evans,24700,48.7,75.42,1.548665298
52765,Ryan Tannehill,A.J. Brown,Jonnu Smith,Mike Evans,24700,48.2,81.62,1.693360996
52751,Ryan Tannehill,Corey Davis,A.J. Brown,Cameron Brate,23100,44.3,34.12,0.77020316
52758,Ryan Tannehill,Corey Davis,Jonnu Smith,Cameron Brate,22500,41.8,42.82,1.024401914
52768,Ryan Tannehill,A.J. Brown,Jonnu Smith,Cameron Brate,22500,41.3,49.02,1.186924939
51401,Philip Rivers,T.Y. Hilton,Zach Pascal,Kenny Golladay,25200,48.1,30.08,0.625363825
51413,Philip Rivers,T.Y. Hilton,Trey Burton,Kenny Golladay,25300,47.6,32.78,0.688655462
51425,Philip Rivers,Zach Pascal,Trey Burton,Kenny Golladay,25000,46.6,36.78,0.789270386
51406,Philip Rivers,T.Y. Hilton,Zach Pascal,T.J. Hockenson,23600,43.2,40.08,0.927777778
51417,Philip Rivers,T.Y. Hilton,Trey Burton,T.J. Hockenson,23700,42.7,42.78,1.001873536
51411,Philip Rivers,T.Y. Hilton,Zach Pascal,Marvin Jones Jr.,23100,42.5,47.48,1.117176471
51421,Philip Rivers,T.Y. Hilton,Trey Burton,Marvin Jones Jr.,23200,42,50.18,1.194761905
51427,Philip Rivers,Zach Pascal,Trey Burton,T.J. Hockenson,23400,41.7,46.78,1.121822542
51430,Philip Rivers,Zach Pascal,Trey Burton,Marvin Jones Jr.,22900,41,54.18,1.321463415
51458,Ben Roethlisberger,Diontae Johnson,Chase Claypool,Marquise Brown,25200,52,33.88,0.651538462
51471,Ben Roethlisberger,Diontae Johnson,JuJu Smith-Schuster,Marquise Brown,25700,51.2,33.38,0.651953125
51494,Ben Roethlisberger,Chase Claypool,JuJu Smith-Schuster,Marquise Brown,25500,51,42.98,0.842745098
51464,Ben Roethlisberger,Diontae Johnson,Chase Claypool,Mark Andrews,26300,50.6,31.78,0.628063241
51476,Ben Roethlisberger,Diontae Johnson,JuJu Smith-Schuster,Mark Andrews,26800,49.8,31.28,0.62811245
51502,Ben Roethlisberger,Chase Claypool,JuJu Smith-Schuster,Mark Andrews,26600,49.6,40.88,0.824193548
51483,Ben Roethlisberger,Diontae Johnson,Eric Ebron,Marquise Brown,24300,47.9,35.98,0.751148225
51506,Ben Roethlisberger,Chase Claypool,Eric Ebron,Marquise Brown,24100,47.7,45.58,0.955555556
51519,Ben Roethlisberger,JuJu Smith-Schuster,Eric Ebron,Marquise Brown,24600,46.9,45.08,0.96119403
51488,Ben Roethlisberger,Diontae Johnson,Eric Ebron,Mark Andrews,25400,46.5,33.88,0.728602151
51512,Ben Roethlisberger,Chase Claypool,Eric Ebron,Mark Andrews,25200,46.3,43.48,0.939092873
51527,Ben Roethlisberger,JuJu Smith-Schuster,Eric Ebron,Mark Andrews,25700,45.5,42.98,0.944615385
51831,Kyle Allen,Terry McLaurin,Dontrelle Inman,Amari Cooper,26500,52.3,47.36,0.905544933
51802,Jimmy Garoppolo,George Kittle,Deebo Samuel,Julian Edelman,25100,51.9,28.98,0.558381503
51844,Kyle Allen,Terry McLaurin,Logan Thomas,Amari Cooper,26600,51.8,61.36,1.184555985
51834,Kyle Allen,Terry McLaurin,Dontrelle Inman,CeeDee Lamb,24900,51.4,35.46,0.689883268
51847,Kyle Allen,Terry McLaurin,Logan Thomas,CeeDee Lamb,25000,50.9,49.46,0.971709234
51808,Jimmy Garoppolo,George Kittle,Brandon Aiyuk,Julian Edelman,25200,50.2,33.78,0.672908367
51838,Kyle Allen,Terry McLaurin,Dontrelle Inman,Michael Gallup,24300,49.3,35.36,0.717241379
51804,Jimmy Garoppolo,George Kittle,Deebo Samuel,Damiere Byrd,24200,49.1,29.28,0.596334012
51850,Kyle Allen,Terry McLaurin,Logan Thomas,Michael Gallup,24400,48.8,49.36,1.01147541
51806,Jimmy Garoppolo,George Kittle,Deebo Samuel,N'Keal Harry,24300,48.7,28.28,0.580698152
51814,Jimmy Garoppolo,George Kittle,Kendrick Bourne,Julian Edelman,24900,47.9,19.28,0.402505219
50656,Baker Mayfield,Jarvis Landry,Rashard Higgins,Diontae Johnson,26100,47.5,47.74,1.005052632
51810,Jimmy Garoppolo,George Kittle,Brandon Aiyuk,Damiere Byrd,24300,47.4,34.08,0.718987342
51812,Jimmy Garoppolo,George Kittle,Brandon Aiyuk,N'Keal Harry,24400,47,33.08,0.703829787
50660,Baker Mayfield,Jarvis Landry,Rashard Higgins,JuJu Smith-Schuster,26100,46.5,52.14,1.121290323
51841,Kyle Allen,Terry McLaurin,Dontrelle Inman,Dalton Schultz,23900,45.9,38.56,0.840087146
51652,Matthew Stafford,Marvin Jones Jr.,T.J. Hockenson,Allen Lazard,24800,45.4,41.66,0.917621145
51853,Kyle Allen,Terry McLaurin,Logan Thomas,Dalton Schultz,24000,45.4,52.56,1.157709251
51656,Matthew Stafford,Marvin Jones Jr.,T.J. Hockenson,Marquez Valdes-Scantling,24300,45.3,43.56,0.961589404
51816,Jimmy Garoppolo,George Kittle,Kendrick Bourne,Damiere Byrd,24000,45.1,19.58,0.434146341
51818,Jimmy Garoppolo,George Kittle,Kendrick Bourne,N'Keal Harry,24100,44.7,18.58,0.415659955
50663,Baker Mayfield,Jarvis Landry,Austin Hooper,Diontae Johnson,25700,44.6,52.94,1.186995516
50666,Baker Mayfield,Rashard Higgins,Austin Hooper,Diontae Johnson,24600,43.6,45.54,1.044495413
50664,Baker Mayfield,Jarvis Landry,Austin Hooper,JuJu Smith-Schuster,25700,43.6,57.34,1.315137615
50667,Baker Mayfield,Rashard Higgins,Austin Hooper,JuJu Smith-Schuster,24600,42.6,49.94,1.172300469
52784,Daniel Jones,Golden Tate,Evan Engram,Kenny Golladay,26100,54,77.98,1.444074074
52788,Daniel Jones,Golden Tate,Evan Engram,Marvin Jones Jr.,25700,54,56.88,1.053333333
52792,Daniel Jones,Golden Tate,Evan Engram,T.J. Hockenson,24700,47.8,55.28,1.156485356
53177,Daniel Jones,Evan Engram,Sterling Shepard,Chris Godwin,26000,53.6,83.64,1.560447761
53179,Daniel Jones,Evan Engram,Sterling Shepard,Mike Evans,25500,52.8,119.14,2.256439394
52290,Drew Brees,Michael Thomas,Jared Cook,George Kittle,29500,56.8,100.06,1.761619718
52293,Drew Brees,Michael Thomas,Jared Cook,Deebo Samuel,28800,54.6,97.76,1.79047619
52297,Drew Brees,Michael Thomas,Jared Cook,Emmanuel Sanders,28700,53.1,114.96,2.164971751
52572,Philip Rivers,Keenan Allen,Hunter Henry,Davante Adams,28900,53.6,36.76,0.685820896
52584,Philip Rivers,Keenan Allen,Mike Williams,Davante Adams,28200,51.5,37.66,0.731262136
50619,Ryan Tannehill,A.J. Brown,Corey Davis,Mark Andrews,27200,51.4,68.96,1.341634241
50622,Ryan Tannehill,A.J. Brown,Corey Davis,Marquise Brown,26600,50.4,50.86,1.009126984
50420,Mitchell Trubisky,Allen Robinson II,Darnell Mooney,Marvin Jones Jr.,24900,48.1,51.68,1.074428274
50427,Mitchell Trubisky,Allen Robinson II,Anthony Miller,Marvin Jones Jr.,24700,47.3,53.78,1.136997886
50424,Mitchell Trubisky,Allen Robinson II,Darnell Mooney,T.J. Hockenson,25000,47.3,41.98,0.887526427
50461,Matt Ryan,Calvin Ridley,Julio Jones,Michael Thomas,31000,56.8,53.62,0.944014085
52593,Philip Rivers,Hunter Henry,Mike Williams,Davante Adams,27300,51.4,44.06,0.857198444
50626,Ryan Tannehill,A.J. Brown,Jonnu Smith,Mark Andrews,27100,49,65.16,1.329795918
52576,Philip Rivers,Keenan Allen,Hunter Henry,Marquez Valdes-Scantling,27200,48.9,29.16,0.596319018
50629,Ryan Tannehill,A.J. Brown,Jonnu Smith,Marquise Brown,26500,48,47.06,0.980416667
52580,Philip Rivers,Keenan Allen,Hunter Henry,Jimmy Graham,26900,47.1,32.86,0.697664544
52587,Philip Rivers,Keenan Allen,Mike Williams,Marquez Valdes-Scantling,26500,46.8,30.06,0.642307692
52596,Philip Rivers,Hunter Henry,Mike Williams,Marquez Valdes-Scantling,25600,46.7,36.46,0.780728051
50471,Matt Ryan,Calvin Ridley,Hayden Hurst,Michael Thomas,28600,51.7,42.62,0.824371373
50464,Matt Ryan,Calvin Ridley,Julio Jones,Emmanuel Sanders,29100,50.9,45.02,0.884479371
50484,Matt Ryan,Julio Jones,Hayden Hurst,Michael Thomas,28200,50.7,41.72,0.822879684
51948,Derek Carr,Darren Waller,Henry Ruggs III,DJ Moore,26100,49.1,36.56,0.744602851
50468,Matt Ryan,Calvin Ridley,Julio Jones,Jared Cook,29300,49,48.92,0.998367347
51967,Derek Carr,Henry Ruggs III,Bryan Edwards,DJ Moore,23800,47.9,30.46,0.635908142
51959,Derek Carr,Darren Waller,Bryan Edwards,DJ Moore,25500,47.9,29.86,0.623382046
52590,Philip Rivers,Keenan Allen,Mike Williams,Jimmy Graham,26200,45,33.76,0.750222222
52598,Philip Rivers,Hunter Henry,Mike Williams,Jimmy Graham,25300,44.9,40.16,0.894432071
50334,Matt Ryan,Calvin Ridley,Russell Gage,Mike Evans,28600,57.1,84.44,1.478809107
50338,Matt Ryan,Calvin Ridley,Russell Gage,Chris Godwin,28700,56.7,82.04,1.44691358
50340,Matt Ryan,Calvin Ridley,Russell Gage,Antonio Brown,28000,54.8,88.24,1.610218978
50349,Matt Ryan,Calvin Ridley,Hayden Hurst,Mike Evans,28400,54,79.24,1.467407407
50354,Matt Ryan,Calvin Ridley,Hayden Hurst,Chris Godwin,28500,53.6,76.84,1.43358209
50344,Matt Ryan,Calvin Ridley,Russell Gage,Rob Gronkowski,27800,52.7,74.84,1.420113852
51952,Derek Carr,Darren Waller,Henry Ruggs III,Curtis Samuel,24500,44.5,35.96,0.808089888
51956,Derek Carr,Darren Waller,Henry Ruggs III,Robby Anderson,24600,44.3,51.66,1.166139955
51961,Derek Carr,Darren Waller,Bryan Edwards,Curtis Samuel,23900,43.3,29.26,0.675750577
51972,Derek Carr,Henry Ruggs III,Bryan Edwards,Curtis Samuel,22200,43.3,29.86,0.68960739
50360,Matt Ryan,Calvin Ridley,Hayden Hurst,Antonio Brown,27800,51.7,83.04,1.606189555
50365,Matt Ryan,Calvin Ridley,Hayden Hurst,Rob Gronkowski,27600,49.6,69.64,1.404032258
51724,Philip Rivers,T.Y. Hilton,Michael Pittman Jr.,Chris Hogan,23200,46.2,23.48,0.508225108
51731,Philip Rivers,T.Y. Hilton,Zach Pascal,Chris Hogan,23300,45.2,23.78,0.526106195
51725,Philip Rivers,T.Y. Hilton,Michael Pittman Jr.,Braxton Berrios,23300,44.9,37.88,0.843652561
51735,Philip Rivers,T.Y. Hilton,Zach Pascal,Braxton Berrios,23400,43.9,38.18,0.869703872
51727,Philip Rivers,T.Y. Hilton,Michael Pittman Jr.,Chris Herndon,23200,43.8,27.08,0.61826484
51741,Philip Rivers,T.Y. Hilton,Jack Doyle,Chris Hogan,23400,42.8,19.38,0.452803738
51739,Philip Rivers,T.Y. Hilton,Zach Pascal,Chris Herndon,23300,42.8,27.38,0.639719626
51745,Philip Rivers,T.Y. Hilton,Jack Doyle,Braxton Berrios,23500,41.5,33.78,0.813975904
51749,Philip Rivers,T.Y. Hilton,Jack Doyle,Chris Herndon,23400,40.4,22.98,0.568811881
50490,Philip Rivers,Michael Pittman Jr.,T.Y. Hilton,Davante Adams,27400,52.5,61.72,1.175619048
50504,Philip Rivers,Michael Pittman Jr.,Zach Pascal,Davante Adams,27300,51.7,63.52,1.228626692
50546,Philip Rivers,T.Y. Hilton,Zach Pascal,Davante Adams,27200,50.7,54.52,1.075345168
50522,Philip Rivers,Michael Pittman Jr.,Mo Alie-Cox,Davante Adams,26900,49.6,57.22,1.153629032
50533,Philip Rivers,Michael Pittman Jr.,Trey Burton,Davante Adams,27200,49.1,66.12,1.346639511
50558,Philip Rivers,T.Y. Hilton,Mo Alie-Cox,Davante Adams,26800,48.6,48.22,0.99218107
50571,Philip Rivers,T.Y. Hilton,Trey Burton,Davante Adams,27100,48.1,57.12,1.187525988
50496,Philip Rivers,Michael Pittman Jr.,T.Y. Hilton,Marquez Valdes-Scantling,23700,42.4,46.62,1.099528302
50507,Philip Rivers,Michael Pittman Jr.,Zach Pascal,Marquez Valdes-Scantling,23600,41.6,48.42,1.163942308
50500,Philip Rivers,Michael Pittman Jr.,T.Y. Hilton,Robert Tonyan,23500,41.3,54.52,1.320096852
50551,Philip Rivers,T.Y. Hilton,Zach Pascal,Marquez Valdes-Scantling,23500,40.6,39.42,0.970935961
50513,Philip Rivers,Michael Pittman Jr.,Zach Pascal,Robert Tonyan,23400,40.5,56.32,1.390617284
50524,Philip Rivers,Michael Pittman Jr.,Mo Alie-Cox,Marquez Valdes-Scantling,23200,39.5,42.12,1.066329114
50556,Philip Rivers,T.Y. Hilton,Zach Pascal,Robert Tonyan,23300,39.5,47.32,1.197974684
50537,Philip Rivers,Michael Pittman Jr.,Trey Burton,Marquez Valdes-Scantling,23500,39,51.02,1.308205128
50563,Philip Rivers,T.Y. Hilton,Mo Alie-Cox,Marquez Valdes-Scantling,23100,38.5,33.12,0.86025974
50528,Philip Rivers,Michael Pittman Jr.,Mo Alie-Cox,Robert Tonyan,23000,38.4,50.02,1.302604167
50576,Philip Rivers,T.Y. Hilton,Trey Burton,Marquez Valdes-Scantling,23400,38,42.02,1.105789474
50542,Philip Rivers,Michael Pittman Jr.,Trey Burton,Robert Tonyan,23300,37.9,58.92,1.554617414
50567,Philip Rivers,T.Y. Hilton,Mo Alie-Cox,Robert Tonyan,22900,37.4,41.02,1.096791444
50581,Philip Rivers,T.Y. Hilton,Trey Burton,Robert Tonyan,23200,36.9,49.92,1.352845528
53182,Daniel Jones,Evan Engram,Sterling Shepard,O.J. Howard,24200,47.5,86.24,1.815578947
50430,Mitchell Trubisky,Allen Robinson II,Anthony Miller,T.J. Hockenson,24800,46.5,44.08,0.947956989
50475,Matt Ryan,Calvin Ridley,Hayden Hurst,Emmanuel Sanders,26700,45.8,34.02,0.74279476
50434,Mitchell Trubisky,Allen Robinson II,Jimmy Graham,Marvin Jones Jr.,25200,45.8,45.38,0.990829694
50438,Mitchell Trubisky,Allen Robinson II,Jimmy Graham,T.J. Hockenson,25300,45,35.68,0.792888889
50487,Matt Ryan,Julio Jones,Hayden Hurst,Emmanuel Sanders,26300,44.8,33.12,0.739285714
50481,Matt Ryan,Calvin Ridley,Hayden Hurst,Jared Cook,26900,43.9,37.92,0.863781321
51962,Derek Carr,Darren Waller,Bryan Edwards,Robby Anderson,24000,43.1,44.96,1.043155452
51975,Derek Carr,Henry Ruggs III,Bryan Edwards,Robby Anderson,22300,43.1,45.56,1.057076566
50491,Matt Ryan,Julio Jones,Hayden Hurst,Jared Cook,26500,42.9,37.02,0.862937063
51957,Derek Carr,Darren Waller,Henry Ruggs III,Ian Thomas,24100,42.3,31.76,0.750827423
51964,Derek Carr,Darren Waller,Bryan Edwards,Ian Thomas,23500,41.1,25.06,0.60973236
51979,Derek Carr,Henry Ruggs III,Bryan Edwards,Ian Thomas,21800,41.1,25.66,0.6243309
52280,Derek Carr,Tyrell Williams,Darren Waller,Jamison Crowder,26500,52.5,16.38,0.312
52614,Daniel Jones,Golden Tate,Darius Slayton,Jamison Crowder,25800,47.9,97.52,2.035908142
52618,Daniel Jones,Golden Tate,Darius Slayton,Robby Anderson,25200,47.8,82.52,1.726359833
52284,Derek Carr,Tyrell Williams,Darren Waller,Robby Anderson,25400,49,30.18,0.615918367
52286,Derek Carr,Tyrell Williams,Darren Waller,Demaryius Thomas,25200,48.1,16.78,0.348856549
52288,Derek Carr,Tyrell Williams,Darren Waller,Ryan Griffin,25600,47.7,22.38,0.46918239
52620,Daniel Jones,Golden Tate,Darius Slayton,Ryan Griffin,24400,42.8,81.22,1.897663551
52305,Jacoby Brissett,Jack Doyle,Zach Pascal,Chris Godwin,27700,53.7,56.84,1.058472998
52308,Jacoby Brissett,Jack Doyle,Zach Pascal,Mike Evans,27500,52.7,56.84,1.078557875
52005,Aaron Rodgers,Davante Adams,Allen Lazard,Adam Thielen,27800,52.7,109.56,2.078937381
52014,Aaron Rodgers,Davante Adams,Robert Tonyan,Adam Thielen,26500,49.1,93.36,1.901425662
52009,Aaron Rodgers,Davante Adams,Allen Lazard,Olabisi Johnson,25900,47.5,88.66,1.866526316
52011,Aaron Rodgers,Davante Adams,Allen Lazard,Irv Smith Jr.,25800,46.3,83.16,1.796112311
52018,Aaron Rodgers,Davante Adams,Robert Tonyan,Olabisi Johnson,24600,43.9,72.46,1.650569476
52310,Jacoby Brissett,Jack Doyle,Zach Pascal,O.J. Howard,25200,43.8,53.54,1.222374429
50540,Baker Mayfield,Jarvis Landry,Rashard Higgins,A.J. Brown,26700,54.8,72.6,1.324817518
50550,Baker Mayfield,Jarvis Landry,Austin Hooper,A.J. Brown,26600,53.2,57.5,1.080827068
50544,Baker Mayfield,Jarvis Landry,Rashard Higgins,Corey Davis,24600,49.7,93.6,1.883299799
52294,Jared Goff,Robert Woods,Cooper Kupp,Christian Kirk,28700,49.5,71.76,1.44969697
52296,Jared Goff,Robert Woods,Cooper Kupp,Larry Fitzgerald,28900,48.9,68.16,1.393865031
52299,Jared Goff,Robert Woods,Tyler Higbee,Christian Kirk,28200,48.1,70.76,1.471101871
50555,Baker Mayfield,Jarvis Landry,Austin Hooper,Corey Davis,24500,48.1,78.5,1.632016632
52157,Andy Dalton,Tyler Boyd,John Ross III,DeVante Parker,25500,50.6,94.74,1.872332016
52303,Jared Goff,Cooper Kupp,Tyler Higbee,Christian Kirk,27900,47.5,73.06,1.538105263
52301,Jared Goff,Robert Woods,Tyler Higbee,Larry Fitzgerald,28400,47.5,67.16,1.413894737
52306,Jared Goff,Cooper Kupp,Tyler Higbee,Larry Fitzgerald,28100,46.9,69.46,1.481023454
52313,Baker Mayfield,Odell Beckham Jr.,Jarvis Landry,Tyler Boyd,27900,54.6,38.18,0.699267399
52172,Andy Dalton,Tyler Boyd,Tyler Eifert,DeVante Parker,25000,49.3,98.44,1.996754564
52071,Philip Rivers,T.Y. Hilton,Parris Campbell,DJ Chark Jr.,25200,46.7,45.12,0.966167024
52049,Philip Rivers,T.Y. Hilton,Michael Pittman Jr.,DJ Chark Jr.,25300,46.7,36.12,0.773447537
52088,Philip Rivers,T.Y. Hilton,Jack Doyle,DJ Chark Jr.,25400,45.9,40.52,0.882788671
52163,Andy Dalton,Tyler Boyd,John Ross III,Albert Wilson,24000,44.4,87.44,1.969369369
52169,Andy Dalton,Tyler Boyd,John Ross III,Mike Gesicki,23900,44.1,98.34,2.229931973
52552,Jared Goff,Cooper Kupp,Robert Woods,JuJu Smith-Schuster,29900,54.6,24.62,0.450915751
51290,Drew Lock,Noah Fant,Jerry Jeudy,Julio Jones,26900,54.2,72.12,1.330627306
51300,Drew Lock,Noah Fant,Tim Patrick,Julio Jones,26500,53.4,61.02,1.142696629
51310,Drew Lock,Jerry Jeudy,Tim Patrick,Julio Jones,26400,52.8,77.02,1.458712121
52564,Jared Goff,Cooper Kupp,Josh Reynolds,JuJu Smith-Schuster,28200,52.2,18.02,0.345210728
52631,Ryan Tannehill,A.J. Brown,Adam Humphries,Tyreek Hill,26000,52.2,57.44,1.100383142
52639,Ryan Tannehill,A.J. Brown,Jonnu Smith,Tyreek Hill,25800,51.9,53.64,1.033526012
52647,Ryan Tannehill,A.J. Brown,Tajae Sharpe,Tyreek Hill,25400,51.5,51.14,0.993009709
52316,Baker Mayfield,Odell Beckham Jr.,Jarvis Landry,Auden Tate,27100,51.4,29.58,0.575486381
52573,Jared Goff,Cooper Kupp,Gerald Everett,JuJu Smith-Schuster,28700,51.1,22.42,0.438747554
52556,Jared Goff,Cooper Kupp,Robert Woods,Diontae Johnson,27800,50.9,27.12,0.53280943
52560,Jared Goff,Cooper Kupp,Robert Woods,Vance McDonald,28700,49.9,21.52,0.431262525
52567,Jared Goff,Cooper Kupp,Josh Reynolds,Diontae Johnson,26100,48.5,20.52,0.423092784
52634,Ryan Tannehill,A.J. Brown,Adam Humphries,Travis Kelce,24700,48,46.94,0.977916667
52640,Ryan Tannehill,A.J. Brown,Jonnu Smith,Travis Kelce,24500,47.7,43.14,0.904402516
52650,Ryan Tannehill,A.J. Brown,Tajae Sharpe,Travis Kelce,24100,47.3,40.64,0.859196617
52319,Baker Mayfield,Odell Beckham Jr.,David Njoku,Tyler Boyd,25600,46.9,29.48,0.628571429
