player,slate,salary,position,team,projection,adjusted_opportunity,value,game_total,team_total,spread,actual,diff
Randall Cobb,Main-21-FD-01,5400,WR,GB,6.3,6.4,0,50,27.25,-4.5,3.8,0.603174603
Kendrick Bourne,Main-20-FD-17,4900,WR,SF,6.3,0,0,45,19,7,10.1,1.603174603
Olabisi Johnson,Main-20-FD-12,4600,WR,MIN,6.3,0,0,50,26.5,-3,12.9,2.047619048
KhaDarel Hodge,Main-20-FD-12,4500,WR,CLE,6.3,0,0,48.5,28,-7.5,4.6,0.73015873
Darnell Mooney,Main-20-FD-06,5000,WR,CHI,6.3,0,0,45,21.5,2,5.1,0.80952381
Allen Hurns,Main-19-FD-16,5300,WR,MIA,6.3,0,0,46,22.3,1.5,5.1,0.80952381
Kelvin Harmon,Main-19-FD-13,4800,WR,WAS,6.3,0,0,38.5,14,10.5,6.6,1.047619048
Anthony Miller,Main-19-FD-12,4600,WR,CHI,6.3,0,0,41,23.5,-6,10.7,1.698412698
Nelson Agholor,Main-19-FD-11,4800,WR,PHI,6.3,0,0,45,20.3,4.5,6,0.952380952
Allen Hurns,Main-19-FD-11,5100,WR,MIA,6.3,0,0,41.5,17.3,7,5.3,0.841269841
Allen Lazard,Main-19-FD-10,5300,WR,GB,6.3,0,0,49,27,-5,4.2,0.666666667
Anthony Miller,Main-19-FD-08,5100,WR,CHI,6.3,0,0,41,22.3,-3.5,8.2,1.301587302
Terry McLaurin,Main-19-FD-01,4500,WR,WAS,6.3,0,0,44,16.8,10.5,21,3.333333333
Mohamed Sanu,Main-19-FD-03,5300,WR,ATL,6.3,0,0,48,23.5,1,10.7,1.698412698
Tee Higgins,Main-20-FD-03,4700,WR,CIN,6.3,0,0,46.5,20.5,5.5,18.5,2.936507937
Randall Cobb,Main-20-FD-03,5200,WR,HOU,6.3,0,0,46.5,21.5,3.5,17.5,2.777777778
Quez Watkins,Main-21-FD-01,4600,WR,PHI,6.2,5.2,0,48,22.25,3.5,3.8,0.612903226
Hunter Renfrow,Main-20-FD-17,5000,WR,LV,6.2,0,0,50.5,26.5,-2.5,3.9,0.629032258
Keelan Cole Sr.,Main-20-FD-14,5100,WR,JAC,6.2,0,0,52,22.25,7.5,16.2,2.612903226
Damiere Byrd,Main-20-FD-11,5300,WR,NE,6.2,0,0,49.5,26,-2.5,23.3,3.758064516
Kendrick Bourne,Main-20-FD-10,5400,WR,SF,6.2,0,0,49.5,20,9.5,4.6,0.741935484
Kalif Raymond,Main-20-FD-06,5000,WR,TEN,6.2,0,0,52,28,-4,4.7,0.758064516
Chase Claypool,Main-20-FD-05,4900,WR,PIT,6.2,0,0,44,25.8,-7.5,39.1,6.306451613
Randall Cobb,Main-19-FD-17,5200,WR,DAL,6.2,0,0,47.5,30.3,-13,10.6,1.709677419
John Ross III,Main-19-FD-15,4900,WR,CIN,6.2,0,0,42,15.8,10.5,3.4,0.548387097
Keelan Cole,Main-19-FD-15,4900,WR,JAC,6.2,0,0,47,20,7,9.1,1.467741935
Demaryius Thomas,Main-19-FD-14,5000,WR,NYJ,6.2,0,0,47,26,-5,9.8,1.580645161
N'Keal Harry,Main-19-FD-12,5000,WR,NE,6.2,0,0,44.5,25,-5.5,7.5,1.209677419
Anthony Miller,Main-19-FD-07,5100,WR,CHI,6.2,0,0,37,20.5,-4,6.8,1.096774194
Phillip Dorsett II,Main-19-FD-02,4700,WR,NE,6.2,0,0,48.5,33.3,-18,5.4,0.870967742
Amon-Ra St. Brown,Main-21-FD-01,5000,WR,DET,6.1,6.2,0,45.5,19,7.5,3.3,0.540983607
Lynn Bowden Jr.,Main-20-FD-17,4900,WR,MIA,6.1,0,0,42.5,23,-3.5,8.98,1.472131148
Richie James,Main-20-FD-17,4600,WR,SF,6.1,0,0,45,19,7,8.1,1.327868852
Cam Sims,Main-20-FD-11,5000,WR,WAS,6.1,0,0,48,25,-2,3,0.491803279
Christian Blake,Main-20-FD-09,4800,WR,ATL,6.1,0,0,50,27.3,-4.5,4.6,0.754098361
Darnell Mooney,Main-20-FD-08,5200,WR,CHI,6.1,0,0,41,18,5,15.4,2.524590164
Danny Amendola,Main-20-FD-07,4800,WR,DET,6.1,0,0,54,26.5,1,7.7,1.262295082
Christian Kirk,Main-20-FD-04,5400,WR,ARI,6.1,0,0,52.5,27.8,-3,9.4,1.540983607
Randall Cobb,Main-19-FD-16,5300,WR,DAL,6.1,0,0,47,24.5,-2,9.8,1.606557377
Mecole Hardman,Main-19-FD-14,5400,WR,KC,6.1,0,0,49.5,23.3,3,11.3,1.852459016
Nelson Agholor,Main-19-FD-13,4800,WR,PHI,6.1,0,0,45,27.8,-10.5,7.6,1.245901639
Olabisi Johnson,Main-19-FD-11,5000,WR,MIN,6.1,0,0,40.5,25.3,-10,6.5,1.06557377
Allen Hurns,Main-19-FD-10,4700,WR,MIA,6.1,0,0,44.5,16.8,11,4.2,0.68852459
Chester Rogers,Main-19-FD-09,4700,WR,IND,6.1,0,0,39.5,19.3,1,7.7,1.262295082
Geronimo Allison,Main-19-FD-07,5700,WR,GB,6.1,0,0,48,26.8,-5.5,5.3,0.868852459
Randall Cobb,Main-19-FD-05,5100,WR,DAL,6.1,0,0,46.5,25,-3.5,6.8,1.114754098
Taylor Gabriel,Main-19-FD-02,4800,WR,CHI,6.1,0,0,41,22,-3,3,0.491803279
Trey Quinn,Main-19-FD-01,4900,WR,WAS,6.1,0,0,44,16.8,10.5,11.3,1.852459016
Marquise Brown,Main-19-FD-01,5000,WR,BAL,6.1,0,0,41,24,-7,28.7,4.704918033
Keelan Cole Sr.,Main-20-FD-16,5100,WR,JAC,6,0,0,47,18.8,9.5,4.1,0.683333333
Zach Pascal,Main-20-FD-15,4600,WR,IND,6,0,0,51,29.25,-7.5,22.4,3.733333333
David Moore,Main-20-FD-14,4800,WR,SEA,6,0,0,48,31.5,-15,10.4,1.733333333
Russell Gage,Main-20-FD-11,5100,WR,ATL,6,0,0,49.5,23,3.5,9.3,1.55
David Moore,Main-20-FD-09,5200,WR,SEA,6,0,0,55,29,-3,15.1,2.516666667
David Moore,Main-20-FD-08,4900,WR,SEA,6,0,0,54.5,27.8,-1,12.1,2.016666667
Kenny Stills,Main-19-FD-15,5000,WR,HOU,6,0,0,50,23.5,3,17,2.833333333
Allen Lazard,Main-19-FD-13,5400,WR,GB,6,0,0,43.5,25,-6.5,17.8,2.966666667
David Moore,Main-19-FD-03,4800,WR,SEA,6,0,0,44,24.5,-5,3.4,0.566666667
Bryan Edwards,Main-20-FD-03,4900,WR,LV,6,0,0,47,20,7,5.8,0.966666667
Zach Pascal,Main-21-FD-01,4900,WR,IND,5.9,4.6,0,49,23,3,18.3,3.101694915
Golden Tate,Main-20-FD-12,5100,WR,NYG,5.9,0,0,45,25.8,-6.5,5.6,0.949152542
Michael Pittman Jr.,Main-20-FD-09,5000,WR,IND,5.9,0,0,48,24.5,-1,7.6,1.288135593
Alex Erickson,Main-19-FD-16,5100,WR,CIN,5.9,0,0,46,23.8,-1.5,8.5,1.440677966
Adam Humphries,Main-19-FD-13,5300,WR,TEN,5.9,0,0,41.5,21.3,-1,7.8,1.322033898
Adam Humphries,Main-19-FD-07,5100,WR,TEN,5.9,0,0,42.5,22.8,-3,6,1.016949153
Danny Amendola,Main-19-FD-03,4900,WR,DET,5.9,0,0,45,20.5,4,5.7,0.966101695
Keelan Cole,Main-20-FD-02,4800,WR,JAC,5.9,0,1.48,44.5,18.8,7,14.8,2.508474576
Hunter Renfrow,Main-20-FD-01,5200,WR,LV,5.9,0,1.18,48,25.5,-3,3.1,0.525423729
Breshad Perriman,Main-20-FD-17,5200,WR,NYJ,5.8,0,0,41,19,3,9.9,1.706896552
Miles Boykin,Main-20-FD-04,4700,WR,BAL,5.8,0,0,45,29.8,-14.5,3.8,0.655172414
Mecole Hardman,Main-19-FD-17,5500,WR,KC,5.8,0,0,46,28,-10,9.5,1.637931034
JJ Arcega-Whiteside,Main-19-FD-16,5100,WR,PHI,5.8,0,0,47,22.5,2,4.9,0.844827586
Tajae Sharpe,Main-19-FD-14,4700,WR,TEN,5.8,0,0,47,25,-3,4.5,0.775862069
Tim Patrick,Main-19-FD-11,4500,WR,DEN,5.8,0,0,40.5,15.3,10,9.7,1.672413793
Chris Conley,Main-19-FD-08,5100,WR,JAC,5.8,0,0,39.5,23.3,-7,18.3,3.155172414
John Ross III,Main-19-FD-01,5400,WR,CIN,5.8,0,0,44,17.3,9.5,31.3,5.396551724
Greg Ward,Main-20-FD-03,4700,WR,PHI,5.8,0,0,46.5,26,-5.5,16.6,2.862068966
Demarcus Robinson,Main-20-FD-02,4700,WR,KC,5.8,0,1.45,47,27.8,-8.5,4.3,0.74137931
Mecole Hardman,Main-20-FD-15,5400,WR,KC,5.7,0,0,52,27.5,-3,9.2,1.614035088
DeAndre Carter,Main-19-FD-17,4500,WR,HOU,5.7,0,0,43,16.5,10,4.7,0.824561404
Tre'Quan Smith,Main-19-FD-17,4700,WR,NO,5.7,0,0,45,29.3,-13.5,14.1,2.473684211
Hunter Renfrow,Main-19-FD-16,5400,WR,OAK,5.7,0,0,45,18.8,7.5,20.2,3.543859649
Alex Erickson,Main-19-FD-13,4700,WR,CIN,5.7,0,0,43,20.3,2.5,3.1,0.543859649
Cody Latimer,Main-19-FD-13,4600,WR,NYG,5.7,0,0,43.5,18.5,6.5,4.8,0.842105263
Taylor Gabriel,Main-19-FD-09,4900,WR,CHI,5.7,0,0,41,18,5,8.4,1.473684211
Miles Boykin,Main-19-FD-07,4700,WR,BAL,5.7,0,0,49,23,3,6.5,1.140350877
Ted Ginn Jr.,Main-19-FD-06,5300,WR,NO,5.7,0,0,42.5,20,2.5,5.8,1.01754386
Ted Ginn Jr.,Main-19-FD-05,5000,WR,NO,5.7,0,0,46,24.5,-3,10.6,1.859649123
Chris Conley,Main-19-FD-01,4500,WR,JAC,5.7,0,0,49,22.8,3.5,18.7,3.280701754
Darnell Mooney,Main-20-FD-03,4800,WR,CHI,5.7,0,0,46,21.8,2.5,2.9,0.50877193
Richie James,Main-20-FD-15,4700,WR,SF,5.6,0,0,45,24,-3,5.6,1
Chad Hansen,Main-20-FD-14,5100,WR,HOU,5.6,0,0,46,23.5,-1,9.1,1.625
Larry Fitzgerald,Main-20-FD-09,5000,WR,ARI,5.6,0,0,49,27.3,-5.5,7.4,1.321428571
Anthony Miller,Main-20-FD-08,5100,WR,CHI,5.6,0,0,41,18,5,11.3,2.017857143
Isaiah Ford,Main-20-FD-04,4600,WR,MIA,5.6,0,0,55,25.3,4.5,6.8,1.214285714
Tajae Sharpe,Main-19-FD-16,4700,WR,TEN,5.6,0,0,49,22.8,3.5,21.4,3.821428571
Danny Amendola,Main-19-FD-14,5400,WR,DET,5.6,0,0,43.5,15.8,12,5.9,1.053571429
Albert Wilson,Main-19-FD-13,4700,WR,MIA,5.6,0,0,45,17.3,10.5,8.8,1.571428571
Alex Erickson,Main-19-FD-12,4700,WR,CIN,5.6,0,0,37.5,16,5.5,5.3,0.946428571
Adam Humphries,Main-19-FD-12,5300,WR,TEN,5.6,0,0,42,23.3,-4.5,3.5,0.625
James Washington,Main-19-FD-10,5300,WR,PIT,5.6,0,0,43,19.5,4,16,2.857142857
Alex Erickson,Main-19-FD-07,4800,WR,CIN,5.6,0,0,44.5,20.3,4,17.5,3.125
Demaryius Thomas,Main-19-FD-06,4800,WR,NYJ,5.6,0,0,43.5,18.3,7,8.2,1.464285714
Danny Amendola,Main-19-FD-01,4900,WR,DET,5.6,0,0,45.5,24,-2.5,19.9,3.553571429
Zach Pascal,Main-20-FD-02,5000,WR,IND,5.6,0,1.12,49,26.3,-3.5,9.4,1.678571429
Chris Conley,Main-21-FD-01,5100,WR,HOU,5.5,4.8,0,44.5,20.75,3,3.7,0.672727273
Van Jefferson Jr.,Main-20-FD-17,4600,WR,LAR,5.5,0,0,42,21.5,-1,7,1.272727273
Mecole Hardman,Main-20-FD-14,5300,WR,KC,5.5,0,0,50.5,28.75,-7,3.5,0.636363636
Chad Beebe,Main-20-FD-12,4500,WR,MIN,5.5,0,0,50,26.5,-3,13.8,2.509090909
Kendrick Bourne,Main-20-FD-12,5200,WR,SF,5.5,0,0,44.5,19.8,5,4.9,0.890909091
Nelson Agholor,Main-20-FD-04,4700,WR,LV,5.5,0,0,53,25,3,12.4,2.254545455
Greg Ward,Main-19-FD-15,4900,WR,PHI,5.5,0,0,38,22.5,-7,15.6,2.836363636
Ted Ginn Jr.,Main-19-FD-14,4900,WR,NO,5.5,0,0,45,23,-1,7,1.272727273
Jakobi Meyers,Main-19-FD-12,4700,WR,NE,5.5,0,0,44.5,25,-5.5,9.4,1.709090909
Kendrick Bourne,Main-19-FD-07,4500,WR,SF,5.5,0,0,39,24.5,-10,8.4,1.527272727
Willie Snead IV,Main-19-FD-05,5000,WR,BAL,5.5,0,0,44,23.8,-3.5,7.1,1.290909091
Justin Jefferson,Main-20-FD-01,5000,WR,MIN,5.5,0,1.1,44,22.5,-1,3.6,0.654545455
David Moore,Main-20-FD-16,4900,WR,SEA,5.4,0,0,48,24.8,-1.5,5,0.925925926
Willie Snead IV,Main-20-FD-16,5200,WR,BAL,5.4,0,0,43.5,26.8,-10,3.4,0.62962963
Josh Reynolds,Main-20-FD-16,5100,WR,LAR,5.4,0,0,48,23.3,1.5,10,1.851851852
Cam Sims,Main-20-FD-10,4900,WR,WAS,5.4,0,0,46,21.8,2.5,7.4,1.37037037
Jeff Smith,Main-20-FD-08,4600,WR,NYJ,5.4,0,0,49,14.5,20,4.4,0.814814815
Danny Amendola,Main-20-FD-08,4900,WR,DET,5.4,0,0,49,22.8,3.5,6.9,1.277777778
Josh Reynolds,Main-20-FD-04,4600,WR,LAR,5.4,0,0,50,31.8,-13.5,4,0.740740741
Chris Lacy,Main-19-FD-15,4500,WR,DET,5.4,0,0,46,20.3,5.5,5.3,0.981481481
Adam Humphries,Main-19-FD-09,5100,WR,TEN,5.4,0,0,43,19.8,3.5,8.5,1.574074074
Hunter Renfrow,Main-19-FD-09,5400,WR,OAK,5.4,0,0,51.5,27,-2.5,14.4,2.666666667
Hunter Renfrow,Main-19-FD-02,4500,WR,OAK,5.4,0,0,53.5,23.3,7,5,0.925925926
Randall Cobb,Main-19-FD-01,5000,WR,DAL,5.4,0,0,44,25.5,-7,14.9,2.759259259
Willie Snead IV,Main-20-FD-02,5100,WR,BAL,5.4,0,1.08,49.5,28.5,-7.5,3.9,0.722222222
Justin Jefferson,Main-20-FD-02,4700,WR,MIN,5.4,0,1.35,49,22.8,3.5,5.9,1.092592593
Quintez Cephus,Main-20-FD-01,4500,WR,DET,5.4,0,1.35,42.5,22.5,-2.5,5.8,1.074074074
D'Wayne Eskridge,Main-21-FD-01,4800,WR,SEA,5.3,4.3,0,49,26,-3,3.3,0.622641509
Alex Erickson,Main-20-FD-16,4500,WR,CIN,5.3,0,0,46,19.3,7.5,11.8,2.226415094
Kendrick Bourne,Main-20-FD-14,5000,WR,SF,5.3,0,0,43.5,23.25,-3,7.7,1.452830189
Jakeem Grant,Main-20-FD-14,4900,WR,MIA,5.3,0,0,50.5,21.75,7,4.7,0.886792453
Russell Gage,Main-20-FD-13,5200,WR,ATL,5.3,0,0,46,21.75,2.5,13.1,2.471698113
Marcus Johnson,Main-19-FD-17,5400,WR,IND,5.3,0,0,41.5,23.5,-5.5,4.1,0.773584906
Vyncint Smith,Main-19-FD-16,4900,WR,NYJ,5.3,0,0,36.5,16.8,3,4.7,0.886792453
Tim Patrick,Main-19-FD-15,5400,WR,DEN,5.3,0,0,43,16.5,10,4.1,0.773584906
Albert Wilson,Main-19-FD-12,4700,WR,MIA,5.3,0,0,45.5,17.3,11,6.7,1.264150943
Adam Humphries,Main-19-FD-06,5000,WR,TEN,5.3,0,0,41,20,1,7.7,1.452830189
Miles Boykin,Main-19-FD-01,4500,WR,BAL,5.3,0,0,41,24,-7,7,1.320754717
James Washington,Main-20-FD-03,4900,WR,PIT,5.3,0,0,46.5,25,-3.5,6.1,1.150943396
Golden Tate,Main-20-FD-02,5500,WR,NYG,5.3,0,1.06,42.5,19,4.5,7.2,1.358490566
Greg Ward,Main-20-FD-10,5100,WR,PHI,5.2,0,0,46,25.5,-5,6.4,1.230769231
Marvin Hall,Main-20-FD-10,4600,WR,DET,5.2,0,0,46,24.3,-2.5,13.1,2.519230769
Jalen Guyton,Main-20-FD-10,4900,WR,LAC,5.2,0,0,48.5,23.5,1.5,4.4,0.846153846
David Moore,Main-20-FD-04,4600,WR,SEA,5.2,0,0,55,29.8,-4.5,17,3.269230769
Isaiah Ford,Main-19-FD-17,4800,WR,MIA,5.2,0,0,46,14.3,17.5,10,1.923076923
Isaiah Ford,Main-19-FD-15,5500,WR,MIA,5.2,0,0,47,21.8,3.5,3.6,0.692307692
Chris Conley,Main-19-FD-07,4600,WR,JAC,5.2,0,0,44.5,24.3,-4,11.8,2.269230769
Preston Williams,Main-19-FD-01,4500,WR,MIA,5.2,0,0,41,17,7,9.9,1.903846154
Nelson Agholor,Main-20-FD-03,4800,WR,LV,5.2,0,0,47,20,7,4.2,0.807692308
Marvin Hall,Main-20-FD-01,4700,WR,DET,5.2,0,1.3,42.5,22.5,-2.5,3.1,0.596153846
Deonte Harris,Main-21-FD-01,5300,WR,NO,5.1,6.2,0,50,22.75,4.5,14.2,2.784313725
Greg Ward,Main-20-FD-15,4800,WR,PHI,5.1,0,0,48.5,21,6.5,15.5,3.039215686
Cam Sims,Main-20-FD-15,4900,WR,WAS,5.1,0,0,43.5,19,6.5,5.1,1
A.J. Green,Main-20-FD-14,5300,WR,CIN,5.1,0,0,44,20.5,3,15.2,2.980392157
Willie Snead IV,Main-20-FD-08,4700,WR,BAL,5.1,0,0,44,24,-4,13.1,2.568627451
James Washington,Main-20-FD-05,4800,WR,PIT,5.1,0,0,44,25.8,-7.5,4,0.784313725
Nelson Agholor,Main-20-FD-05,4900,WR,LV,5.1,0,0,54.5,21.8,11,13.7,2.68627451
John Hightower,Main-20-FD-05,4800,WR,PHI,5.1,0,0,44,18.3,7.5,4.8,0.941176471
Breshad Perriman,Main-19-FD-14,5500,WR,TB,5.1,0,0,46.5,24.8,-3,14.5,2.843137255
Nelson Agholor,Main-19-FD-08,5100,WR,PHI,5.1,0,0,39.5,19.3,1,3.4,0.666666667
Jaron Brown,Main-19-FD-07,5100,WR,SEA,5.1,0,0,49,26,-3,7.5,1.470588235
Devin Funchess,Main-19-FD-01,5600,WR,IND,5.1,0,0,44.5,19.3,6,4.7,0.921568627
Tim Patrick,Main-20-FD-03,4600,WR,DEN,5.1,0,0,42.5,18.3,6,12.3,2.411764706
Randall Cobb,Main-20-FD-02,4900,WR,HOU,5.1,0,1.28,49.5,21,7.5,8.4,1.647058824
Christian Kirk,Main-21-FD-01,5200,WR,ARI,5,5.4,0,52.5,24.75,3,21.5,4.3
Byron Pringle,Main-20-FD-17,4900,WR,KC,5,0,0,43,18,7,13.2,2.64
Willie Snead IV,Main-20-FD-09,5100,WR,BAL,5,0,0,48,23.5,1,5.7,1.14
Josh Reynolds,Main-20-FD-05,4700,WR,LAR,5,0,0,45,26,-7,5.6,1.12
Henry Ruggs III,Main-20-FD-05,5300,WR,LV,5,0,0,54.5,21.8,11,18.8,3.76
Tajae Sharpe,Main-19-FD-15,4700,WR,TEN,5,0,0,50,26.5,-3,3.8,0.76
Trey Quinn,Main-19-FD-11,4700,WR,WAS,5,0,0,37.5,19.3,-1,3.9,0.78
Willie Snead IV,Main-19-FD-04,5000,WR,BAL,5,0,0,47,27.3,-7.5,13.1,2.62
Willie Snead IV,Main-19-FD-01,4800,WR,BAL,5,0,0,41,24,-7,11.1,2.22
Diontae Johnson,Main-19-FD-03,4500,WR,PIT,5,0,0,44.5,19.3,6,13.3,2.66
Denzel Mims,Main-21-FD-01,4900,WR,NYJ,4.9,3.6,0,45,19.75,5.5,4.5,0.918367347
Kalif Raymond,Main-21-FD-01,4500,WR,DET,4.9,3.8,0,45.5,19,7.5,7.4,1.510204082
Braxton Berrios,Main-20-FD-17,5100,WR,NYJ,4.9,0,0,41,19,3,5.1,1.040816327
Marquez Valdes-Scantling,Main-20-FD-17,5300,WR,GB,4.9,0,0,48.5,26.5,-4.5,16.1,3.285714286
Mohamed Sanu,Main-20-FD-15,5100,WR,DET,4.9,0,0,51.5,20.3,11,5.8,1.183673469
N'Keal Harry,Main-20-FD-13,5100,WR,NE,4.9,0,0,47,22.25,2.5,8.5,1.734693878
Jalen Guyton,Main-20-FD-13,4900,WR,LAC,4.9,0,0,47,24.75,-2.5,4.8,0.979591837
Kendrick Bourne,Main-20-FD-05,5200,WR,SF,4.9,0,0,50.5,29.5,-8.5,10,2.040816327
Vyncint Smith,Main-19-FD-17,4900,WR,NYJ,4.9,0,0,37,19,-1,7.1,1.448979592
Kelvin Harmon,Main-19-FD-11,4500,WR,WAS,4.9,0,0,37.5,19.3,-1,7.8,1.591836735
Albert Wilson,Main-19-FD-11,4500,WR,MIA,4.9,0,0,41.5,17.3,7,4.1,0.836734694
Tre'Quan Smith,Main-19-FD-02,5200,WR,NO,4.9,0,0,52.5,25.3,2,6.4,1.306122449
