,starting_position,finishing_position,laps_led,times_led,laps_completed,finishing_status,disqualified,race_name,name,team,series
1062,14,3,1,1,147,Running,FALSE,LiftKits4Less.com 200,Carson Hocevar,Niece Motorsports,3
1063,12,9,0,0,147,Running,FALSE,LiftKits4Less.com 200,Austin Wayne Self,AM Racing,3
1064,8,27,0,0,126,Parked,FALSE,LiftKits4Less.com 200,Chandler Smith,Kyle Busch Motorsports,3
1065,10,20,0,0,147,Running,FALSE,LiftKits4Less.com 200,Hailie Deegan,David Gilliland Racing,3
1066,16,14,0,0,147,Running,FALSE,LiftKits4Less.com 200,Tyler Ankrum,Hattori Racing Enterprises,3
1067,18,11,4,1,147,Running,FALSE,LiftKits4Less.com 200,Ryan Truex,Niece Motorsports,3
1068,11,33,2,1,110,Accident,FALSE,LiftKits4Less.com 200,Tanner Gray,David Gilliland Racing,3
1069,20,35,0,0,109,Running,FALSE,LiftKits4Less.com 200,Derek Kraus,McAnally-Hilgemann Racing,3
1070,21,19,0,0,147,Running,FALSE,LiftKits4Less.com 200,Timothy Peters,Rackley W.A.R.,3
1071,27,18,0,0,147,Running,FALSE,LiftKits4Less.com 200,Danny Bohn,,3
1072,24,36,0,0,80,Accident,FALSE,LiftKits4Less.com 200,Chase Purdy,Hattori Racing Enterprises,3
1073,36,26,0,0,130,Accident,FALSE,LiftKits4Less.com 200,Parker Kligerman,Henderson Motorsports,3
1074,34,22,0,0,144,Running,FALSE,LiftKits4Less.com 200,Spencer Boyd,Young's Motorsports,3
1075,33,30,0,0,117,Accident,FALSE,LiftKits4Less.com 200,Tate Fogleman,On Point Motorsports,3
1076,25,38,0,0,26,Accident,FALSE,LiftKits4Less.com 200,Codie Rohrbaugh,CR7 Motorsports,3
1077,32,31,0,0,117,Accident,FALSE,LiftKits4Less.com 200,Dawson Cram,,3
1078,29,40,0,0,13,Accident,FALSE,LiftKits4Less.com 200,Cory Roper,Roper Racing,3
1079,28,29,0,0,117,Accident,FALSE,LiftKits4Less.com 200,Spencer Davis,,3
1080,26,7,1,1,147,Running,FALSE,LiftKits4Less.com 200,Timmy Hill,,3
1081,37,24,0,0,139,Overheating,FALSE,LiftKits4Less.com 200,Jennifer Jo Cobb,Jennifer Jo Cobb Racing,3
1082,30,39,0,0,25,Accident,FALSE,LiftKits4Less.com 200,Kris Wright,Niece Motorsports,3
1083,35,28,0,0,117,Accident,FALSE,LiftKits4Less.com 200,David Gilliland,DGR-Crosley,3
1084,19,12,0,0,147,Running,FALSE,LiftKits4Less.com 200,Ryan Reed,Roush Fenway Racing,3
1085,31,10,0,0,147,Running,FALSE,LiftKits4Less.com 200,Jordan Anderson,Jordan Anderson Racing,3
1086,13,23,2,2,142,DVP,FALSE,LiftKits4Less.com 200,Corey Heim,Kyle Busch Motorsports,3
1087,22,17,0,0,147,Running,FALSE,LiftKits4Less.com 200,Erik Darnell,,3
1088,40,37,0,0,61,Too Slow,FALSE,LiftKits4Less.com 200,Norm Benning,Norm Benning Racing,3
1089,38,21,0,0,146,Running,FALSE,LiftKits4Less.com 200,Bayley Currey,JD Motorsports,3
1090,39,32,0,0,117,Accident,FALSE,LiftKits4Less.com 200,BJ McLeod,Live Fast Motorsports,3
1091,23,34,1,1,110,Accident,FALSE,LiftKits4Less.com 200,Akinori Ogata,,3
1092,0,0,0,0,0,,FALSE,LiftKits4Less.com 200,Todd Peck,,3
1093,0,0,0,0,0,,FALSE,LiftKits4Less.com 200,Ray Ciccarelli,,3
1094,0,0,0,0,0,,FALSE,LiftKits4Less.com 200,Trey Hutchens III,,3
1095,13,32,0,0,112,Accident,FALSE,Toyota 200 presented by CK Power,Tyler Ankrum,Hattori Racing Enterprises,3
1096,37,17,0,0,161,Running,FALSE,Toyota 200 presented by CK Power,Cory Roper,Roper Racing,3
1097,30,25,0,0,154,Running,FALSE,Toyota 200 presented by CK Power,Grant Enfinger,GMS Racing,3
1098,28,6,0,0,163,Running,FALSE,Toyota 200 presented by CK Power,Chase Purdy,Hattori Racing Enterprises,3
1099,12,28,0,0,123,Running,FALSE,Toyota 200 presented by CK Power,Chandler Smith,Kyle Busch Motorsports,3
1100,22,18,0,0,161,Running,FALSE,Toyota 200 presented by CK Power,Kris Wright,Niece Motorsports,3
1101,17,20,0,0,160,Running,FALSE,Toyota 200 presented by CK Power,Derek Kraus,McAnally-Hilgemann Racing,3
1102,4,1,142,3,163,Running,FALSE,Toyota 200 presented by CK Power,Sheldon Creed,Richard Childress Racing,3
1103,26,12,0,0,163,Running,FALSE,Toyota 200 presented by CK Power,Taylor Gray,,3
1104,0,0,0,0,0,,FALSE,Toyota 200 presented by CK Power,Clay Greenfield,Clay Greenfield Motorsports,3
1105,18,13,0,0,162,Running,FALSE,Toyota 200 presented by CK Power,Ryan Truex,Niece Motorsports,3
1106,24,14,0,0,162,Running,FALSE,Toyota 200 presented by CK Power,Tate Fogleman,On Point Motorsports,3
1107,10,2,0,0,163,Running,FALSE,Toyota 200 presented by CK Power,Matt Crafton,ThorSport Racing,3
1108,25,33,0,0,112,Accident,FALSE,Toyota 200 presented by CK Power,Ty Majeski,Niece Motorsports,3
1109,5,35,19,2,99,Rear Gear,FALSE,Toyota 200 presented by CK Power,Zane Smith,Front Row Motorsports,3
1110,9,4,0,0,163,Running,FALSE,Toyota 200 presented by CK Power,Stewart Friesen,Halmar Friesen Racing,3
1111,21,10,0,0,163,Running,FALSE,Toyota 200 presented by CK Power,Jack Wood,GMS Racing,3
1112,15,9,0,0,163,Running,FALSE,Toyota 200 presented by CK Power,Austin Wayne Self,AM Racing,3
1113,29,34,0,0,112,Accident,FALSE,Toyota 200 presented by CK Power,Jake Griffin,,3
1114,8,31,0,0,113,Accident,FALSE,Toyota 200 presented by CK Power,Christian Eckes,,3
1115,23,36,0,0,94,Engine,FALSE,Toyota 200 presented by CK Power,Danny Bohn,,3
1116,35,38,0,0,28,Engine,FALSE,Toyota 200 presented by CK Power,Jennifer Jo Cobb,Jennifer Jo Cobb Racing,3
1117,7,3,0,0,163,Running,FALSE,Toyota 200 presented by CK Power,Ben Rhodes,ThorSport Racing,3
1118,33,37,0,0,68,Engine,FALSE,Toyota 200 presented by CK Power,Jordan Anderson,Jordan Anderson Racing,3
1119,14,15,0,0,162,Running,FALSE,Toyota 200 presented by CK Power,Josh Berry,JR Motorsports,3
1120,27,11,0,0,163,Running,FALSE,Toyota 200 presented by CK Power,Tyler Hill,,3
1121,11,26,0,0,150,Running,FALSE,Toyota 200 presented by CK Power,Derek Griffith,,3
1122,38,30,0,0,117,Accident,FALSE,Toyota 200 presented by CK Power,Dawson Cram,,3
1123,16,19,0,0,161,Running,FALSE,Toyota 200 presented by CK Power,Tanner Gray,David Gilliland Racing,3
1124,39,0,0,0,0,,FALSE,Toyota 200 presented by CK Power,Norm Benning,Norm Benning Racing,3
1125,3,29,0,0,120,DVP,FALSE,Toyota 200 presented by CK Power,Todd Gilliland,Front Row Motorsports,3
1126,36,21,0,0,159,Running,FALSE,Toyota 200 presented by CK Power,Armani Williams,,3
1127,31,27,0,0,140,Running,FALSE,Toyota 200 presented by CK Power,Chris Hacker,,3
1128,20,5,0,0,163,Running,FALSE,Toyota 200 presented by CK Power,Johnny Sauter,ThorSport Racing,3
1129,2,22,0,0,158,Running,FALSE,Toyota 200 presented by CK Power,John Hunter Nemechek,Kyle Busch Motorsports,3
1130,34,24,0,0,157,Running,FALSE,Toyota 200 presented by CK Power,Roger Reuse,,3
1131,1,23,2,1,157,Running,FALSE,Toyota 200 presented by CK Power,Austin Hill,Richard Childress Racing,3
1132,6,8,0,0,163,Running,FALSE,Toyota 200 presented by CK Power,Carson Hocevar,Niece Motorsports,3
1133,32,16,0,0,161,Running,FALSE,Toyota 200 presented by CK Power,Spencer Boyd,Young's Motorsports,3
1134,19,7,0,0,163,Running,FALSE,Toyota 200 presented by CK Power,Hailie Deegan,David Gilliland Racing,3
1135,38,38,0,0,73,Too Slow,FALSE,Wise Power 200,Jesse Iwuji,,3
1136,20,13,0,0,140,Running,FALSE,Wise Power 200,Hailie Deegan,David Gilliland Racing,3
1137,25,22,0,0,139,Running,FALSE,Wise Power 200,Timmy Hill,,3
1138,40,34,0,0,133,Running,FALSE,Wise Power 200,Cj McLaughlin,,3
1139,26,12,0,0,140,Running,FALSE,Wise Power 200,Bayley Currey,JD Motorsports,3
1140,3,10,2,1,140,Running,FALSE,Wise Power 200,Ben Rhodes,ThorSport Racing,3
1141,39,37,0,0,106,Electrical,FALSE,Wise Power 200,Jennifer Jo Cobb,Jennifer Jo Cobb Racing,3
1142,17,4,3,1,140,Running,FALSE,Wise Power 200,Christian Eckes,,3
1143,0,0,0,0,0,,FALSE,Wise Power 200,Trey Hutchens III,,3
1144,6,6,0,0,140,Running,FALSE,Wise Power 200,Todd Gilliland,Front Row Motorsports,3
1145,30,19,0,0,139,Running,FALSE,Wise Power 200,Chase Briscoe,Stewart-Haas Racing,3
1146,5,11,0,0,140,Running,FALSE,Wise Power 200,Chandler Smith,Kyle Busch Motorsports,3
1147,14,28,0,0,138,Running,FALSE,Wise Power 200,Derek Kraus,McAnally-Hilgemann Racing,3
1148,4,9,13,1,140,Running,FALSE,Wise Power 200,Johnny Sauter,ThorSport Racing,3
1149,29,17,0,0,139,Running,FALSE,Wise Power 200,Grant Enfinger,GMS Racing,3
1150,23,25,0,0,138,Running,FALSE,Wise Power 200,Chase Purdy,Hattori Racing Enterprises,3
1151,2,1,59,6,140,Running,FALSE,Wise Power 200,Kyle Busch,Joe Gibbs Racing,3
1152,13,15,0,0,140,Running,FALSE,Wise Power 200,Tyler Ankrum,Hattori Racing Enterprises,3
1153,24,33,0,0,135,Running,FALSE,Wise Power 200,Kris Wright,Niece Motorsports,3
1154,10,14,0,0,140,Running,FALSE,Wise Power 200,Stewart Friesen,Halmar Friesen Racing,3
1155,35,36,0,0,130,Running,FALSE,Wise Power 200,Tate Fogleman,On Point Motorsports,3
1156,16,16,0,0,139,Running,FALSE,Wise Power 200,Austin Wayne Self,AM Racing,3
1157,28,31,0,0,137,Running,FALSE,Wise Power 200,Dawson Cram,,3
1158,8,32,41,3,136,Running,FALSE,Wise Power 200,Sheldon Creed,Richard Childress Racing,3
1159,31,20,0,0,139,Running,FALSE,Wise Power 200,Ryan Truex,Niece Motorsports,3
1160,36,30,0,0,137,Running,FALSE,Wise Power 200,Jordan Anderson,Jordan Anderson Racing,3
1161,9,7,0,0,140,Running,FALSE,Wise Power 200,Zane Smith,Front Row Motorsports,3
1162,22,21,0,0,139,Running,FALSE,Wise Power 200,Timothy Peters,Rackley W.A.R.,3
1163,15,8,0,0,140,Running,FALSE,Wise Power 200,Raphael Lessard,GMS Racing,3
1164,21,26,0,0,138,Running,FALSE,Wise Power 200,Danny Bohn,,3
1165,32,27,0,0,138,Running,FALSE,Wise Power 200,Bret Holmes,,3
1166,12,24,0,0,139,Running,FALSE,Wise Power 200,Matt Crafton,ThorSport Racing,3
1167,7,3,0,0,140,Running,FALSE,Wise Power 200,Austin Hill,Richard Childress Racing,3
1168,18,18,0,0,139,Running,FALSE,Wise Power 200,Tanner Gray,David Gilliland Racing,3
1169,33,40,0,0,27,Steering,FALSE,Wise Power 200,Ryan Reed,Roush Fenway Racing,3
1170,34,2,6,1,140,Running,FALSE,Wise Power 200,Ross Chastain,Trackhouse Racing Team,3
1171,1,5,16,2,140,Running,FALSE,Wise Power 200,John Hunter Nemechek,Kyle Busch Motorsports,3
1172,37,39,0,0,42,Too Slow,FALSE,Wise Power 200,Norm Benning,Norm Benning Racing,3
1173,11,23,0,0,139,Running,FALSE,Wise Power 200,Carson Hocevar,Niece Motorsports,3
1174,27,35,0,0,133,Running,FALSE,Wise Power 200,Spencer Boyd,Young's Motorsports,3
1175,19,29,0,0,137,Running,FALSE,Wise Power 200,Spencer Davis,,3
1176,6,2,2,1,61,Running,FALSE,United Rentals 176,John Hunter Nemechek,Kyle Busch Motorsports,3
1177,1,1,35,3,61,Running,FALSE,United Rentals 176,Austin Hill,Richard Childress Racing,3
1178,5,15,0,0,61,Running,FALSE,United Rentals 176,Ben Rhodes,ThorSport Racing,3
1179,2,4,18,1,61,Running,FALSE,United Rentals 176,Todd Gilliland,Front Row Motorsports,3
1180,19,3,0,0,61,Running,FALSE,United Rentals 176,Sheldon Creed,Richard Childress Racing,3
1181,8,6,4,1,61,Running,FALSE,United Rentals 176,Zane Smith,Front Row Motorsports,3
1182,4,22,0,0,61,Running,FALSE,United Rentals 176,Matt Crafton,ThorSport Racing,3
1183,9,10,1,1,61,Running,FALSE,United Rentals 176,Carson Hocevar,Niece Motorsports,3
1184,3,40,0,0,61,Running,TRUE,United Rentals 176,Chandler Smith,Kyle Busch Motorsports,3
1185,17,20,0,0,61,Running,FALSE,United Rentals 176,Stewart Friesen,Halmar Friesen Racing,3
1186,30,38,0,0,8,Transmission,FALSE,United Rentals 176,Grant Enfinger,GMS Racing,3
1187,10,7,0,0,61,Running,FALSE,United Rentals 176,Tyler Ankrum,Hattori Racing Enterprises,3
1188,7,21,0,0,61,Running,FALSE,United Rentals 176,Derek Kraus,McAnally-Hilgemann Racing,3
1189,14,23,0,0,61,Running,FALSE,United Rentals 176,Johnny Sauter,ThorSport Racing,3
1190,20,16,0,0,61,Running,FALSE,United Rentals 176,Austin Wayne Self,AM Racing,3
1191,12,17,0,0,61,Running,FALSE,United Rentals 176,Ryan Truex,Niece Motorsports,3
1192,18,19,0,0,61,Running,FALSE,United Rentals 176,Hailie Deegan,David Gilliland Racing,3
1193,22,14,0,0,61,Running,FALSE,United Rentals 176,Tanner Gray,David Gilliland Racing,3
1194,15,13,0,0,61,Running,FALSE,United Rentals 176,Christian Eckes,,3
1195,13,26,0,0,61,Running,FALSE,United Rentals 176,Tate Fogleman,On Point Motorsports,3
1196,38,5,0,0,61,Running,FALSE,United Rentals 176,Parker Kligerman,Henderson Motorsports,3
1197,11,28,0,0,61,Running,FALSE,United Rentals 176,Danny Bohn,,3
1198,34,33,0,0,59,Running,FALSE,United Rentals 176,Spencer Boyd,Young's Motorsports,3
1199,36,24,0,0,61,Running,FALSE,United Rentals 176,Timmy Hill,,3
1200,27,25,1,1,61,Running,FALSE,United Rentals 176,Jack Wood,GMS Racing,3
1201,28,36,0,0,45,Running,FALSE,United Rentals 176,Jennifer Jo Cobb,Jennifer Jo Cobb Racing,3
1202,23,12,0,0,61,Running,FALSE,United Rentals 176,Kaz Grala,Richard Childress Racing,3
1203,39,8,0,0,61,Running,FALSE,United Rentals 176,Paul Menard,Wood Brothers Racing,3
1204,26,37,0,0,40,Too Slow,FALSE,United Rentals 176,Norm Benning,Norm Benning Racing,3
1205,16,18,0,0,61,Running,FALSE,United Rentals 176,Corey Heim,Kyle Busch Motorsports,3
1206,24,32,0,0,60,Running,FALSE,United Rentals 176,Lawless Alan,Niece Motorsports,3
1207,33,31,0,0,60,Running,FALSE,United Rentals 176,Josh Reaume,Reaume Brothers Racing,3
1208,35,29,0,0,61,Running,FALSE,United Rentals 176,Bobby Reuse,,3
1209,37,30,0,0,60,Running,FALSE,United Rentals 176,Roger Reuse,,3
1210,31,34,0,0,58,Running,FALSE,United Rentals 176,Chad Chastain,,3
1211,32,35,0,0,53,Running,FALSE,United Rentals 176,Taylor Gray,,3
1212,40,9,0,0,61,Running,FALSE,United Rentals 176,Sam Mayer,JR Motorsports,3
1213,21,11,0,0,61,Running,FALSE,United Rentals 176,Josh Berry,JR Motorsports,3
1214,25,27,0,0,61,Running,FALSE,United Rentals 176,AJ Allmendinger,Kaulig Racing,3
1215,29,39,0,0,6,Transmission,FALSE,United Rentals 176,Will Rodgers,,3
1216,0,0,0,0,0,,FALSE,United Rentals 176,Samuel Lecomte,,3
1217,11,25,0,0,59,Running,FALSE,CRC Brakleen 150 ,Chandler Smith,Kyle Busch Motorsports,3
1218,18,4,0,0,60,Running,FALSE,CRC Brakleen 150 ,Tyler Ankrum,Hattori Racing Enterprises,3
1219,10,3,3,1,60,Running,FALSE,CRC Brakleen 150 ,Sheldon Creed,Richard Childress Racing,3
1220,13,13,0,0,60,Running,FALSE,CRC Brakleen 150 ,Carson Hocevar,Niece Motorsports,3
1221,16,12,0,0,60,Running,FALSE,CRC Brakleen 150 ,Christian Eckes,,3
1222,25,21,0,0,60,Running,FALSE,CRC Brakleen 150 ,Tate Fogleman,On Point Motorsports,3
1223,34,27,0,0,59,Running,FALSE,CRC Brakleen 150 ,Spencer Boyd,Young's Motorsports,3
1224,36,31,0,0,58,Running,FALSE,CRC Brakleen 150 ,Jennifer Jo Cobb,Jennifer Jo Cobb Racing,3
1225,8,9,0,0,60,Running,FALSE,CRC Brakleen 150 ,Ryan Preece,JTG Daugherty Racing,3
1226,35,28,0,0,59,Running,FALSE,CRC Brakleen 150 ,Josh Reaume,Reaume Brothers Racing,3
1227,7,1,12,2,60,Running,FALSE,CRC Brakleen 150 ,John Hunter Nemechek,Kyle Busch Motorsports,3
1228,5,6,0,0,60,Running,FALSE,CRC Brakleen 150 ,Matt Crafton,ThorSport Racing,3
1229,28,38,0,0,17,Transmission,FALSE,CRC Brakleen 150 ,Danny Bohn,,3
1230,37,32,0,0,58,Running,FALSE,CRC Brakleen 150 ,Norm Benning,Norm Benning Racing,3
1231,38,23,0,0,60,Running,FALSE,CRC Brakleen 150 ,Ray Ciccarelli,,3
1232,3,17,2,1,60,Running,FALSE,CRC Brakleen 150 ,Ben Rhodes,ThorSport Racing,3
1233,4,5,0,0,60,Running,FALSE,CRC Brakleen 150 ,Austin Hill,Richard Childress Racing,3
1234,21,19,0,0,60,Running,FALSE,CRC Brakleen 150 ,Austin Wayne Self,AM Racing,3
1235,24,10,0,0,60,Running,FALSE,CRC Brakleen 150 ,Derek Kraus,McAnally-Hilgemann Racing,3
1236,19,26,0,0,59,Running,FALSE,CRC Brakleen 150 ,Hailie Deegan,David Gilliland Racing,3
1237,27,37,0,0,38,Engine,FALSE,CRC Brakleen 150 ,Bayley Currey,JD Motorsports,3
1238,22,2,20,1,60,Running,FALSE,CRC Brakleen 150 ,Kyle Busch,Joe Gibbs Racing,3
1239,20,11,0,0,60,Running,FALSE,CRC Brakleen 150 ,Josh Berry,JR Motorsports,3
1240,32,29,1,1,59,Running,FALSE,CRC Brakleen 150 ,Todd Peck,,3
1241,2,8,18,2,60,Running,FALSE,CRC Brakleen 150 ,Zane Smith,Front Row Motorsports,3
1242,31,36,0,0,52,Engine,FALSE,CRC Brakleen 150 ,Grant Enfinger,GMS Racing,3
1243,23,18,0,0,60,Running,FALSE,CRC Brakleen 150 ,Ryan Truex,Niece Motorsports,3
1244,14,14,0,0,60,Running,FALSE,CRC Brakleen 150 ,Ty Majeski,Niece Motorsports,3
1245,39,34,0,0,57,Running,FALSE,CRC Brakleen 150 ,Bryan Dauzat,,3
1246,15,15,0,0,60,Running,FALSE,CRC Brakleen 150 ,Chase Purdy,Hattori Racing Enterprises,3
1247,29,20,0,0,60,Running,FALSE,CRC Brakleen 150 ,Lawless Alan,Niece Motorsports,3
1248,33,22,0,0,60,Running,FALSE,CRC Brakleen 150 ,Howie Disavino III,,3
1249,12,35,0,0,55,Running,FALSE,CRC Brakleen 150 ,Johnny Sauter,ThorSport Racing,3
1250,9,39,0,0,0,Accident,FALSE,CRC Brakleen 150 ,Jack Wood,GMS Racing,3
1251,30,24,0,0,60,Running,FALSE,CRC Brakleen 150 ,Tyler Hill,,3
1252,1,7,4,1,60,Running,FALSE,CRC Brakleen 150 ,Todd Gilliland,Front Row Motorsports,3
1253,6,33,0,0,58,Running,FALSE,CRC Brakleen 150 ,Stewart Friesen,Halmar Friesen Racing,3
1254,17,16,0,0,60,Running,FALSE,CRC Brakleen 150 ,Tanner Gray,David Gilliland Racing,3
1255,26,30,0,0,59,Running,FALSE,CRC Brakleen 150 ,Kris Wright,Niece Motorsports,3
1256,10,10,12,1,134,Running,FALSE,Victoria’s Voice Foundation 200 Presented by Westgate Resorts,Austin Hill,Richard Childress Racing,3
1257,15,1,4,1,134,Running,FALSE,Victoria’s Voice Foundation 200 Presented by Westgate Resorts,Christian Eckes,,3
1258,27,37,0,0,6,DVP,FALSE,Victoria’s Voice Foundation 200 Presented by Westgate Resorts,Chris Hacker,,3
1259,35,11,1,1,134,Running,FALSE,Victoria’s Voice Foundation 200 Presented by Westgate Resorts,Bret Holmes,,3
1260,9,36,0,0,70,Accident,FALSE,Victoria’s Voice Foundation 200 Presented by Westgate Resorts,Sheldon Creed,Richard Childress Racing,3
1261,31,19,0,0,133,Running,FALSE,Victoria’s Voice Foundation 200 Presented by Westgate Resorts,Spencer Boyd,Young's Motorsports,3
1262,33,14,1,1,134,Running,FALSE,Victoria’s Voice Foundation 200 Presented by Westgate Resorts,Tate Fogleman,On Point Motorsports,3
1263,3,6,1,1,134,Running,FALSE,Victoria’s Voice Foundation 200 Presented by Westgate Resorts,Stewart Friesen,Halmar Friesen Racing,3
1264,14,9,0,0,134,Running,FALSE,Victoria’s Voice Foundation 200 Presented by Westgate Resorts,Ryan Truex,Niece Motorsports,3
1265,1,33,33,1,85,Running,FALSE,Victoria’s Voice Foundation 200 Presented by Westgate Resorts,John Hunter Nemechek,Kyle Busch Motorsports,3
1266,24,17,0,0,133,Running,FALSE,Victoria’s Voice Foundation 200 Presented by Westgate Resorts,Tyler Hill,,3
1267,11,4,2,1,134,Running,FALSE,Victoria’s Voice Foundation 200 Presented by Westgate Resorts,Johnny Sauter,ThorSport Racing,3
1268,19,13,0,0,134,Running,FALSE,Victoria’s Voice Foundation 200 Presented by Westgate Resorts,Chase Purdy,Hattori Racing Enterprises,3
1269,23,7,0,0,134,Running,FALSE,Victoria’s Voice Foundation 200 Presented by Westgate Resorts,Grant Enfinger,GMS Racing,3
1270,17,31,0,0,101,Accident,FALSE,Victoria’s Voice Foundation 200 Presented by Westgate Resorts,Hailie Deegan,David Gilliland Racing,3
1271,37,32,0,0,91,Too Slow,FALSE,Victoria’s Voice Foundation 200 Presented by Westgate Resorts,Keith McGee,,3
1272,16,34,0,0,70,Accident,FALSE,Victoria’s Voice Foundation 200 Presented by Westgate Resorts,Tyler Ankrum,Hattori Racing Enterprises,3
1273,30,20,0,0,133,Running,FALSE,Victoria’s Voice Foundation 200 Presented by Westgate Resorts,Cj McLaughlin,,3
1274,25,26,0,0,130,Running,FALSE,Victoria’s Voice Foundation 200 Presented by Westgate Resorts,Howie Disavino III,,3
1275,4,29,0,0,115,Running,FALSE,Victoria’s Voice Foundation 200 Presented by Westgate Resorts,Zane Smith,Front Row Motorsports,3
1276,28,18,0,0,133,Running,FALSE,Victoria’s Voice Foundation 200 Presented by Westgate Resorts,Danny Bohn,,3
1277,8,5,66,5,134,Running,FALSE,Victoria’s Voice Foundation 200 Presented by Westgate Resorts,Todd Gilliland,Front Row Motorsports,3
1278,21,28,0,0,121,Running,FALSE,Victoria’s Voice Foundation 200 Presented by Westgate Resorts,Cory Roper,Roper Racing,3
1279,7,2,5,1,134,Running,FALSE,Victoria’s Voice Foundation 200 Presented by Westgate Resorts,Ben Rhodes,ThorSport Racing,3
1280,2,35,0,0,70,Accident,FALSE,Victoria’s Voice Foundation 200 Presented by Westgate Resorts,Chandler Smith,Kyle Busch Motorsports,3
1281,20,30,0,0,114,Accident,FALSE,Victoria’s Voice Foundation 200 Presented by Westgate Resorts,Jack Wood,GMS Racing,3
1282,26,16,0,0,134,Running,FALSE,Victoria’s Voice Foundation 200 Presented by Westgate Resorts,Kris Wright,Niece Motorsports,3
1283,12,12,0,0,134,Running,FALSE,Victoria’s Voice Foundation 200 Presented by Westgate Resorts,Derek Kraus,McAnally-Hilgemann Racing,3
1284,22,25,1,1,131,Running,FALSE,Victoria’s Voice Foundation 200 Presented by Westgate Resorts,Brett Moffitt,Our Motorsports,3
1285,18,24,0,0,132,Running,FALSE,Victoria’s Voice Foundation 200 Presented by Westgate Resorts,Drew Dollar,,3
1286,6,3,0,0,134,Running,FALSE,Victoria’s Voice Foundation 200 Presented by Westgate Resorts,Matt Crafton,ThorSport Racing,3
1287,29,23,0,0,132,Running,FALSE,Victoria’s Voice Foundation 200 Presented by Westgate Resorts,Tanner Gray,David Gilliland Racing,3
1288,13,8,0,0,134,Running,FALSE,Victoria’s Voice Foundation 200 Presented by Westgate Resorts,Austin Wayne Self,AM Racing,3
1289,5,22,8,1,132,Running,FALSE,Victoria’s Voice Foundation 200 Presented by Westgate Resorts,Carson Hocevar,Niece Motorsports,3
1290,32,27,0,0,129,Running,FALSE,Victoria’s Voice Foundation 200 Presented by Westgate Resorts,Jennifer Jo Cobb,Jennifer Jo Cobb Racing,3
1291,36,21,0,0,133,Running,FALSE,Victoria’s Voice Foundation 200 Presented by Westgate Resorts,Dylan Lupton,,3
1292,0,0,0,0,0,,FALSE,Victoria’s Voice Foundation 200 Presented by Westgate Resorts,Dawson Cram,,3
1293,34,15,0,0,134,Running,FALSE,Victoria’s Voice Foundation 200 Presented by Westgate Resorts,Spencer Davis,,3
1294,25,26,0,0,71,Accident,FALSE,Chevrolet Silverado 250,Dylan Lupton,,3
1295,13,20,0,0,90,Running,FALSE,Chevrolet Silverado 250,Derek Kraus,McAnally-Hilgemann Racing,3
1296,21,2,0,0,99,Running,FALSE,Chevrolet Silverado 250,Tyler Hill,,3
1297,33,31,0,0,58,Accident,FALSE,Chevrolet Silverado 250,Jennifer Jo Cobb,Jennifer Jo Cobb Racing,3
